Title,Content,Tag,Time,URL
Why this female garbage truck driver hopes more women will join her," Belinda Janson is the only female waste truck driver in Ipswich, Australia - a statistic the local council is trying to change.  They are designing a new female-only driver program to try and break down barriers and attract more women to the waste industry.  Video journalist: Isabelle Rodd",BBC News - World,"Tue, 12 Jan 2021 00:59:56 GMT",https://www.bbc.co.uk/news/world-australia-55614638
Which country has been hit hardest by coronavirus?, Coronavirus is continuing its spread across the world with more than 90 million confirmed cases in 190 countries and nearly two million deaths.,BBC News - World,"Mon, 11 Jan 2021 11:37:10 GMT",https://www.bbc.co.uk/news/world-51235105
Which Covid vaccine is better? Pfizer v Oxford v Moderna," The three Covid-19 vaccines are from Pfizer-BioNTech, the University of Oxford and Astra-Zeneca and Moderna. The Pfizer, Oxford and Moderna vaccines each require two doses and you are not fully vaccinated until a week after your second shot. But there are many differences between them. BBC health correspondent Laura Foster looks at how much immunity they give, how they prevent infection and which one is better. Video by Mel Lou, Laura Foster, Terry Saunders and Mattea Bubalo",BBC News - World,"Tue, 12 Jan 2021 00:04:11 GMT",https://www.bbc.co.uk/news/health-55625276
Plastic surgery: Surgeons who target black women and use influencers for promotion," A BBC investigation has found women in the UK, mainly from BAME backgrounds, who travelled to Turkey for cosmetic surgery, were left with life threatening conditions by a company which received positive reviews from a social media influencer in return for free cosmetic procedures.. YouTuber Renee Donaldson, who has 159,000 subscribers, has apologised to her followers after she promoted Clinichub - which arranges surgery in Istanbul - but failed to say she was being paid to do so. She cut the relationship after her own surgery was ""botched"" and left her with lumps on her thighs. Another woman told the BBC part of her breast tissue has died after her reduction surgery went wrong. The BBC has contacted the surgeons and Clinichub's director, Ibrahim Kuzu, however it received no response. Video by Joice Etutu, Kate West and Eleanor Layhe",BBC News - World,"Tue, 12 Jan 2021 00:03:44 GMT",https://www.bbc.co.uk/news/health-55596969
Being a TikTok influencer without the internet," What is it like being a social media influencer in one of the most militarised and least digitally connected places on earth? Wasil is a popular social media influencer who lives in Jammu Kashmir. For more than a year the Indian government has slowed the internet down and blocked 4G services in the region. At times the internet has been cut off entirely. It makes making and uploading content extremely difficult, as Reha Kansara reports for BBC Trending and BBC Minute. The Indian government says the measures are necessary to clamp down on militants â but rights organisations call them a serious breach of civil liberties. It is part of an ongoing conflict in the area that dates back to the Partition of British India in 1947, when British India and newly established Pakistan both claimed the region as theirs. Video Journalist: Olivia Le Poidevin",BBC News - World,"Tue, 12 Jan 2021 00:04:26 GMT",https://www.bbc.co.uk/news/world-asia-55624386
Snow storms bring deadly chaos to Japan," Japan has been hit by severe snow storms, killing at least eight people and bringing parts of the country to a standstill.  The snowfall in the Hokuriku region is more than double the average expected for this time of year.",BBC News - World,"Mon, 11 Jan 2021 08:07:05 GMT",https://www.bbc.co.uk/news/world-asia-55615851
ICYMI: A ‘singing’ lake and a lava fountain," In our weekly In Case You Missed It (ICYMI) round-up video, we bring you a selection of stories that might have passed you by during the preceding seven days.  This time we visit a ""singing"" lake, take in a lava fountain and see what some sub-zero divers have dredged up.",BBC News - World,"Sun, 10 Jan 2021 13:28:50 GMT",https://www.bbc.co.uk/news/world-55605868
Covid-19: Rule-breakers 'increasingly likely' to be fined - Cressida Dick," It is ""preposterous"" that anyone could be unaware of the need to follow the coronavirus lockdown rules, the UK's most senior police officer has said. Dame Cressida Dick, the Metropolitan Police commissioner, said Covid rule-breakers were now ""increasingly likely"" to be fined by officers. Writing in the Times, she said people were still holding house parties, raves and gambling gatherings in basements. Health Secretary Matt Hancock has said tighter measures cannot be ruled out. But speaking at a Downing Street press conference on Monday, Mr Hancock pleaded for people to follow the current rules, saying: ""It is your actions now that can make a difference."" The BBC's political editor Laura Kuenssberg said there was currently no expectation that a more extensive clampdown of rules was on its way from Westminster. The Scottish government's cabinet is due to meet on Tuesday to discuss restrictions. How could lockdown rules be tougher?What are the lockdown rules across the UK?PM criticised over bike ride seven miles from home Latest figures on Monday showed a further 529 people had died within 28 days of a positive test in the UK, while another 46,169 cases were reported.  There are also more than 32,200 people in hospital in the UK with coronavirus, data shows. In her warning in the Times, Dame Cressida said officers were still finding people breaking the rules, despite clear laws that ban social gatherings. ""Most people are doing the right thing to keep each other safe, but sadly a small minority of people continue to flagrantly ignore the rules, for example by holding house parties, meeting in basements to gamble or breaking into railway arches for unlicensed raves,"" she said. ""It is preposterous to me that anyone could be unaware of our duty to do all we can to stop the spread of the virus.  ""We have been clear that those who breach Covid-19 legislation are increasingly likely to face fines."" Dame Cressida said officers would now be moving ""much more quickly to enforcement action"".  Could I be fined for breaking lockdown rules? Police chiefs have been under increasing pressure to enforce the lockdown laws - with a number of news reports about breaches of Covid rules in recent days. In England and Wales, police have issued 8,000 penalties since November.  Officers have been stopping people and asking them where they have travelled from, while elsewhere people have been discovered using pubs and gyms. In one case, two women were fined Â£200 each by Derbyshire Police when they drove five miles for a walk together - but the force has since withdrawn the penalties. After that incident gained widespread media attention, the National Police Chiefs' Council issued fresh guidance to officers. Home Secretary Priti Patel has defended the way police have handled breaches, saying there is a need for ""strong enforcement"". But behavioural scientist Professor Stephen Reicher said evidence suggested 80-90% of people were by and large obeying the rules - except when it came to self-isolation where compliance was lower. ""The problem isn't people breaking the rules,"" said Mr Reicher, who sits on a committee of behavioural scientists that advises the Scientific Advisory Group for Emergencies. ""In many cases it's either the rules aren't clear enough, or the rules are too soft, or else people don't have the support to do what they're asked to do."" Speaking on BBC Newsnight's programme, he said one reason the virus was still spreading was because many people were still going to work. ""We are defining all sorts of jobs as essential that aren't,"" he said. Conservative former health minister Steve Brine led calls for an end to non-essential takeaway sales, including coffee. ""Stop the coffee,"" he told Newsnight. ""There are so many things that we are doing, which are allowed in the rules... but I just don't think they are wise right now."" PAY-PACKET SUPPORT: What do chancellor's plans mean for wages?LOOK-UP TOOL: How many cases in your area?GLOBAL SPREAD: How many worldwide cases are there?THE R NUMBER: What it means and why it matters England is currently under a national lockdown, meaning people must stay at home and can go out only for limited reasons such as food shopping, exercise, or work if they cannot do so from home. Similar lockdown measures are in place across much of Scotland, Wales and Northern Ireland - which are in charge of making their own coronavirus restrictions. In England, Wales and Northern Ireland fines start at Â£200 - but are lower in Scotland.  Large parties can be shut down by the police - with fines of up to Â£10,000. Speaking at Downing Street, Mr Hancock warned that the UK was at the ""worst point"" of the pandemic, adding: ""I know there has been speculation about more restrictions, and we don't rule out taking further action if it is needed, but it is your actions now that can make a difference. ""Stay at home, and please reduce all social contact that is not absolutely strictly necessary. That's what is needed: act like you have the virus."" The government also published its plan to vaccinate tens of millions of people by the spring. So far 2.3 million people in the UK have had a first Covid vaccine shot.  Police chief constables have been lobbying ministers to prioritise frontline officers to get vaccinated, as the rate of officers self-isolating has risen.  In her article, Dame Cressida said she was ""delighted to hear"" that this proposal was being ""actively discussed"". 'AMERICA: STORMING THE CAPITOL': How safe is American democracy?IN NEED OF A NEW SERIES TO BINGE IN LOCKDOWN?: The Serpent is a twisting, real-life story of a murderer, thief and seductive master of disguise",BBC News - UK,"Tue, 12 Jan 2021 03:33:48 GMT",https://www.bbc.co.uk/news/uk-55627864
"Retail sales in 2020 worst on record, says BRC trade body"," Retailers suffered their worst annual sales performance on record in 2020, driven by slump in demand for fashion and homeware products, figures show. While food sales growth rose 5.4% on 2019, non-food fell about 5%, the British Retail Consortium (BRC) said. It meant an overall fall of 0.3% in a year dominated by the Covid-19 impact, the worst annual change since the BRC began collating the figures in 1995. Christmas offered little cheer, with much of the High Street still closed. ""Physical non-food stores, including all of non-essential retail, saw sales drop by a quarter compared with 2019,"" said Helen Dickinson, BRC chief executive. ""Christmas offered little respite for these retailers, as many shops were forced to shut during the peak trading period,"" she said. The 5.4% rise in food sales was fuelled by shoppers flocking to supermarkets and online grocers to ensure they were stocked up during the pandemic. UK economy 'to get worse before it gets better''Worst year for High Street job losses in 25 years' In December, total retail sales increased by 1.8% as shoppers spent more in the run-up to Christmas. Like-for-like sales for the month were up 4.8% as overall shop takings were still affected by restrictions and temporary closures. Online non-food sales jumped by 44.8% in December, according to the new figures, as a higher proportion of shopping took place online. The BRC's sales monitor is collated with the consultancy KPMG, whose UK head of retail, Paul Martin, said: ""In the most important month for the retail industry, there was some positive growth due to the ongoing shift of expenditure from other categories such as travel and leisure. ""Once again we saw big swings in the types of products being purchased and the channels used for shopping, with much of the growth taking place online, where nearly half of all non-food purchases were made."" But he warned that the new lockdown would worsen conditions for many non-essential shops and the High Street generally. Last week, a report from the Centre for Retail Research (CRR) said that 2020 was the worst for High Street job losses in more than 25 years, as the coronavirus accelerated the move towards online shopping. Nearly 180,000 retail jobs were lost last year, up by almost a quarter from 2019, the CRR said.",BBC News - UK,"Tue, 12 Jan 2021 00:00:07 GMT",https://www.bbc.co.uk/news/business-55625246
Covid-19: UAE dropped from UK travel corridor list," The United Arab Emirates is being removed from the UK list of travel corridors amid a spike in Covid cases. That means anyone who arrives from the UAE after 04:00 GMT on Tuesday will need to self-isolate for 10 days, Transport Secretary Grant Shapps said. UK officials say Covid cases have risen 52% in the UAE in the last seven days and cite ""a significant acceleration in the number of imported cases"". It comes after Scotland removed the UAE city Dubai from its safe travel list. The Foreign Office has also updated its advice to advise against all but essential travel to the emirates. The recent lockdown restrictions imposed across the UK mean leisure travel is currently banned. But the UAE has been in particular focus in recent weeks after a number of UK reality TV and social media stars posted photographs of themselves holidaying there before the rules came into place. Who is still allowed to travel?How Celtic's Dubai trip unravelledWhy Instagram is still full of influencers 'on holiday'Why is the UK bringing in travel testing? And a Celtic footballer tested positive for Covid-19 after the club took a trip to Dubai for a winter training camp.  Celtic were allowed to go as a group under exemptions for elite athletes. As a result,15 playing and coaching staff are now required to self-isolate. Dubai was added to Scotland's travel quarantine list from 04:00 GMT on Monday - with the rule also applying retrospectively for passengers who have arrived in Scotland from the city since January 3. The Department for Transport said the removal of the whole of the UAE from the travel corridor is being adopted by all four UK nations. LOOK-UP TOOL: How many cases in your area?YOUR QUESTIONS: We answer your queriesGLOBAL SPREAD: How many worldwide cases are there?THE R NUMBER: What it means and why it matters Arrivals to the UK from most destinations now have quarantine for 10 days.  However, arrivals from some countries are exempt from the rules. Those countries make up the so-called travel corridor list. From this week, passengers arriving by boat, train or plane, including UK nationals, must also take a Covid test up to 72 hours before leaving the country of departure. LOCKDOWN LEARNING: Lesson support available on BBC Bitesize for every child, of every age, every day of the weekBITESIZE DAILY ON BBC IPLAYER: Help is at hand for your homeschooling needs Are you affected by the government decision to remove UAE from the UK travel corridor list? Email haveyoursay@bbc.co.uk. Please include a contact number if you are willing to speak to a BBC journalist. You can also get in touch in the following ways: WhatsApp: +44 7756 165803Tweet: @BBC_HaveYourSayPlease read our terms & conditions and privacy policy If you are reading this page and can't see the form you will need to visit the mobile version of the BBC website to submit your question or comment or you can email us at HaveYourSay@bbc.co.uk. Please include your name, age and location with any submission. ",BBC News - UK,"Mon, 11 Jan 2021 21:14:21 GMT",https://www.bbc.co.uk/news/uk-55626672
Covid: Eyesight risk warning from lockdown screen time," An eye health charity is recommending people learn the ""20-20-20"" rule to protect their sight, as lockdown has increased people's time using screens.  Fight for Sight advises looking at something 20 feet away for 20 seconds, every 20 minutes you look at a screen. Out of 2,000 people, half used screens more since Covid struck and a third (38%) of those believed their eyesight had worsened, a survey suggested. Opticians remain open for those who need them, the charity said.  The representative survey of 2,000 adults suggested one in five were less likely to get an eye test now than before the pandemic, for fear of catching or spreading the virus.  Respondents reported difficulty reading, as well as headaches and migraines and poorer night vision. The research charity, which commissioned a survey from polling company YouGov, said it wanted to emphasise the importance of having regular eye tests and to remind people ""the majority of opticians are open for appointments throughout lockdown restrictions"". Fight for Sight chief executive Sherine Krause said: ""More than half of all cases of sight loss are avoidable through early detection and prevention methods. Regular eye tests can often detect symptomless sight-threatening conditions.""  But even simple screen breaks can help to prevent eye strain, the charity suggested. Government guidance states that under lockdown people can leave home for medical appointments and to ""avoid injury, illness or risk of harm"".  The College of Optometrists said its members should continue to provide eye care under lockdown for people who experience any eyesight changes or problems.  Optometrists are the professionals most likely to carry out your eye test when you visit an optician's practice.  Routine appointments can also be provided ""if capacity permits, and if it is in the patients' best interests"", the guidance states.  Screen break advice for children in lockdownNine ways lockdown is different from last time Clinical adviser Paramdeep Bilkhu said the college's own research suggested just under a quarter of people noticed their vision deteriorate during the first lockdown.  ""Our research showed us that many people believe that spending more time in front of screens worsened their vision,"" he said.  ""The good news is that this is unlikely to cause any permanent harm to your vision. However, it is very important that if you feel your vision has deteriorated or if you are experiencing any problems with your eyes, such as them becoming red or painful, you contact your local optometrist by telephone or online."" UK health and safety legislation states employers must pay for eye tests for their employees if they have to use a screen for work for more than one hour a day.  In the summer, the UK Ophthalmology Alliance and the Royal College of Ophthalmologists calculated that at least 10,000 people had missed out on essential eye care in Britain.  In the most extreme cases, the Royal National Institute of Blind People said it feared some people were at risk of losing their sight because of a fear of attending hospital during the coronavirus pandemic. A Royal College of Ophthalmologists spokesperson said: ""It is important that people who have found significant changes in their vision seek the advice of an optometrist who will examine, and determine if the changes require further investigation by an ophthalmologist - a medically-trained eye doctor.""",BBC News - UK,"Tue, 12 Jan 2021 00:38:34 GMT",https://www.bbc.co.uk/news/health-55620100
Brexit: UK driver has ham sandwiches confiscated at Dutch border," A Dutch TV network has filmed border officials confiscating ham sandwiches and other foods from drivers arriving in the Netherlands from the UK, under post-Brexit rules. The officials were shown explaining import regulations imposed since the UK formalised its separation from the EU. Under EU rules, travellers from outside the bloc are banned from bringing in meat and dairy products. The rules appeared to bemuse one driver. ""Since Brexit, you are no longer allowed to bring certain foods to Europe, like meat, fruit, vegetables, fish, that kind of stuff,"" a Dutch border official told the driver in footage broadcast by TV network NPO 1. In one scene, a border official asked the driver whether several of his tin-foil wrapped sandwiches had meat in them.  When the driver said they did, the border official said: ""Okay, so we take them all."" Surprised, the driver then asked the officials if he could keep the bread, to which one replied: ""No, everything will be confiscated - welcome to the Brexit, sir. I'm sorry."" The UK officially finished its formal separation from the EU on 31 December, 2020. From 23:00 GMT on that date, the UK stopped following EU rules, with new arrangements for travel, trade, immigration and security co-operation coming into force. A trade deal with the EU was agreed on 24 December, and a week later, UK lawmakers voted in favour of the agreement. The UK's departure means big changes for business - with the UK and EU forming two separate markets - the end of free movement, and new regulations, including those governing the import of personal goods. Boris Johnson hails free trade deal with EUWhat are the key points of the Brexit deal?Are the borders ready? The UK government has issued guidance to commercial drivers travelling to the EU, warning them to ""be aware of additional restrictions to personal imports"". ""You cannot bring POAO (products of an animal origin) such as those containing meat or dairy (e.g. a ham and cheese sandwich) into the EU,"" the guidance says. ""There are exceptions to this rule for certain quantities of powdered infant milk, infant food, special foods, or special processed pet feed."" On its website, the European Commission says the ban is necessary because such goods ""continue to present a real threat to animal health throughout the Union"". ""It is known, for example, that dangerous pathogens that cause animal diseases such as Foot and Mouth Disease and classical swine fever can reside in meat, milk or their products,"" the Commission says. Separately, the Dutch customs agency shared a picture of foodstuffs it had confiscated from motorists in the ferry terminal the Hook of Holland.  ""Since 1 January, you can't just bring more food from the UK,"" the agency said. ""So prepare yourself if you travel to the Netherlands from the UK and spread the word. This is how we prevent food waste and together ensure that the controls are speeded up."" The BBC's economics editor Faisal Islam described the confiscation of ham sandwiches and other foodstuffs at the EU's borders with the UK as ""a standard implication of [the] Brexit deal"". The BBC is not responsible for the content of external sites.View original tweet on Twitter",BBC News - UK,"Mon, 11 Jan 2021 22:57:49 GMT",https://www.bbc.co.uk/news/world-europe-55622331
Covid: Around half of intensive care patients in Wales are dying," Around half of patients admitted to Welsh intensive care units during the second wave of the pandemic have died, a study has found. The Intensive Care National Audit and Research Centre (ICNARC) found men aged in their 60s were more likely to need intensive care. It also found those from Asian backgrounds and deprived areas were disproportionately affected. But a leading doctor said, overall, people were more likely to survive now. Intensive care consultant Matt Morgan said new treatments meant only the sickest patients were reaching intensive care, where outcomes were poorer. ICNARC collected information on 431 Welsh patients who were critically ill with coronavirus from 1 September to 31 December 2020 as part of a UK-wide audit of intensive care patients. Of the patients who were admitted, 68% were men and 32% women. The average age of a patient was 59.5 years. While the vast majority of patients were white (91.6%), the number of patients of Asian ethnicity was more than double the proportion of the Asian population, with 6.3% of patients recorded as being Asian, compared to an average of 2.4% in their local population. The audit of patients found that, excluding those still being treated at the unit, half had died while half had been discharged.  Although the numbers of patients surveyed is relatively low for statistical purposes, Dr Morgan said the survival rate reflected the situation in hospitals. Covid patients 'could reach double April peak'New variant blamed for Wrexham Covid spike Hospital stretched as Covid cases rise rapidly ""We are putting fewer people, who are in the first stage of their illness, on to life support machines. And that is because we have treatments now that we know can help,"" he said. ""Overall, you are more likely now to survive Covid than ever before, and that is in every age group - sometimes by as much as 10% more. ""What we do know is that overall, out of every ten people who come to intensive care with Covid about six of them will survive and will leave the intensive care unit. Which means sadly four them won't, four of them will die. ""That's similar overall to the first wave but that data is based on some patients who are still in the intensive care unit. So that may change and it's more likely to get worse rather than better."" ""We also know patients who are on life support machines in the intensive care unit will do worse than those who come to the intensive care unit and are not on life support machines.  ""For those people, it's probably five out of 10 people who will survive and five who will sadly die and that may be worse when we have the data on those who are still there. ""And there's a big effect of age. So for those over the age of 70 it may be as little as four people out of 10 who survive, maybe less. And for those over the age of 80 it may be as low as one or two people out of ten who survive.  SYMPTOMS: What are they and how to guard against them?LOOK-UP TOOL: How many cases in your area?GLOBAL SPREAD: How many worldwide cases are there? The figures from ICNARC also highlight how people from poorer backgrounds were more likely to need treatment in intensive care. Using a deprivation score from 1 to 5, more than half of patients scored 4 or 5, representing the most deprived postcodes in Wales. Dr Morgan said: ""Sadly, disease is an illness of deprivation. ""And so that's why we feel it, particularly in Wales where the industrial scars of our past are still very much there - and our health is there.""",BBC News - UK,"Mon, 11 Jan 2021 23:00:31 GMT",https://www.bbc.co.uk/news/uk-wales-55622366
Ocean pollutants 'have negative effect on male fertility'," Long-lived banned industrial chemicals may be threatening the fertility of male porpoises living off the UK. Polychlorinated byphenyls (PCBs) were phased out decades ago, but can build up in whales, dolphins and porpoises. Scientists say harbour porpoises exposed to PCBs had shrunken testicles, suggesting an effect on sperm count and fertility. They say that while these are preliminary findings, more must be done to clean up the oceans. PCBs have been linked with a number of threats to whales and dolphins, but research has focused on mothers and their young. A study led by scientists at the Institute of Zoology at the Zoological Society of London (ZSL) found high levels of PCBs were linked to smaller testicles in otherwise healthy animals. They think this could have an impact on sperm count, with obvious implications for reproductive success. ""In porpoises, reduced testes weights have been associated with lower sperm counts so we think that if PCBs are reducing testes weights they may also be reducing sperm counts but we hope to do further research to confirm this,"" said lead researcher Rosie Williams of ZSL.  Populations of harbour porpoises around the UK are believed to be stable, though the animals face threats from pollution, accidental fishing and infection. The situation is much more dire for killer whales, which are down to a handful of individuals. PCBs were used widely in industry during the last century in everything from plastics and paints to electrical equipment. A series of bans were put in place around the world from the 1970s onwards after concerns were raised about toxicity. The chemicals take a long time to break down and can linger in the environment, particularly in landfill sites where they can escape into waterways and on into the sea. PCBs can build up in the marine food chain, affecting dolphins and porpoises. One killer whale found dead off Scotland in 2016 contained among the highest levels of polychlorinated biphenyls, or PCBs, ever recorded. 'Shocking' pollutant levels in UK whale Although levels of the chemicals are declining, they take a very long time to disappear entirely. PCBs have been linked with a number of risks to whales and dolphins, particularly in the early stages of life.  A recent study found dolphins living in the English Channel were exposed to a ""cocktail of pollutants"", which are passed down from mother to calf. 'Toxic chemical cocktail' passed to baby porpoises 'Cocktail of pollutants' found in dolphins Scientists think PCB exposure at high levels can cause a number of effects on the animals' immune system, reproductive system and brain. In humans, researchers have found a correlation between high PCB exposure and changes in sperm quality. Strandings of whales, dolphins and porpoises happen regularly around the UK coast. The deaths are investigated by scientists from the Cetacean Strandings Investigations Programme to find out more about underlying causes, such as mistaken capture in fishing lines, collisions with boats and infections. In the latest study scientists compared PCBs in blubber and testes weights of more than 250 harbour porpoises that had washed up on the UK coast over the past two decades. The study used testes weight as a measure of male fertility. ""Testes weight has been shown to correlate with other measures of fertility such as sperm production and we found that higher levels of PCBs were associated with lower testes weights,"" said Rosie Williams. Populations of harbour porpoises off the UK have pregnancy rates less than half that of populations in areas less contaminated with PCBs, she said, which may be a result of an impact on both male and female fertility. ""This is the first time that we have investigated and found that PCBs have a negative effect on male fertility,"" she said. ""That's really important because it means that current risk assessments might be underestimating the threat to our marine mammals."" There are particular concerns for predators at the top of the food chain, such as killer whales and bottlenose dolphins, which accumulate the highest levels of PCBs in their blubber. The study, carried out in collaboration with experts at the Scottish Marine Stranding Scheme, Brunel University, Exeter University and the Centre for Environment, Fisheries and Aquaculture Science (Cefas), is published in the journal, Environment International. Follow Helen on Twitter.",BBC News - UK,"Tue, 12 Jan 2021 00:44:15 GMT",https://www.bbc.co.uk/news/science-environment-55625096
Covid: Morrisons and Sainsbury's ban maskless shoppers," Morrisons will bar customers who refuse to wear face coverings from its shops amid rising coronavirus infections. From Monday, shoppers who refuse to wear face masks offered by staff will not be allowed inside, unless they are medically exempt. Sainsbury's also said it would challenge those not wearing a mask or who were shopping in groups. The announcements come amid concerns that social distancing measures are not being adhered to in supermarkets. Vaccines minister Nadhim Zahawi said the government is ""concerned"" shops are not enforcing rules strictly enough. ""Ultimately, the most important thing to do now is to make sure that actually enforcement - and of course the compliance with the rules - when people are going into supermarkets are being adhered to,"" Mr Zahawi told Sky News. ""We need to make sure people actually wear masks and follow the one-way system,"" he said. What are the lockdown rules across the UK?Stricter Covid supermarket rules being considered in WalesWhat are the social distancing rules?Should I wear a face covering in the supermarket? Morrisons said it had ""introduced and consistently maintained thorough and robust safety measures in all our stores"" since the start of the pandemic. But it said: ""From today we are further strengthening our policy on masks.""  Security guards at the UK's fourth-biggest supermarket chain will be enforcing the new rules. Morrisons' chief executive, David Potts, said: ""Those who are offered a face covering and decline to wear one won't be allowed to shop at Morrisons unless they are medically exempt. ""Our store colleagues are working hard to feed you and your family, please be kind."" Following Morrisons' announcement, Sainsbury's said that it was also putting trained security guards at the front of its stores to challenge shoppers who did not comply. Chief executive Simon Roberts said: ""I've spent a lot of time in our stores reviewing the latest situation over the last few days and on behalf of all my colleagues, I am asking our customers to help us keep everyone safe.  ""The vast majority of customers are shopping safely, but I have also seen some customers trying to shop without a mask and shopping in larger family groups.  ""Please help us to keep all our colleagues and customers safe by always wearing a mask and by shopping alone. Everyone's care and consideration matters now more than ever."" Earlier on Monday, Mr Zahawi stopped short of saying that supermarket staff should be responsible for enforcing rules on face masks. Enforcement of face coverings is the responsibility of the police, not retailers. Wearing face masks in supermarkets and shops is compulsory across the UK.  In England, the police can issue a Â£200 fine to someone breaking the face covering rules. In Scotland, Northern Ireland and Wales, a Â£60 fine can be imposed. Repeat offenders face bigger fines. However, retail industry body the British Retail Consortium said that, workers have faced an increase in incidents of violence and abuse when trying to encourage shoppers to put them on. Andrew Opie, director of food and sustainability at the British Retail Consortium, added: ""Supermarkets continue to follow all safety guidance and customers should be reassured that supermarkets are Covid-secure and safe to visit during lockdown and beyond.  ""Customers should play their part too by following in-store signage and being considerate to staff and fellow shoppers."" Under current lockdown restrictions across England, Scotland, Wales and Northern Ireland, people must only leave home for essential reasons, such as buying food or medicine. In a bid to contain the spread of coronavirus, supermarkets introduced social distancing measures during the UK's first nationwide lockdown last March. They included limits on the numbers of customers in the shops at any one time, protective plastic screens at tills and ""marshals"" to ensure shoppers were maintaining a two-metre distance. But amid rising numbers of infections, some have expressed concerns about a ""lack of visible protections"" implemented by supermarkets in recent weeks. The First Minister of Wales, Mark Drakeford, said on Saturday that he wanted to see stores policed as they were during the first lockdown as people were worried the strict enforcement of rules did not ""appear to be there this time"". ""Given the fact the new variant is so much easier to catch... we are looking at supermarkets and other places where people leave their homes, to make sure they are organised in a way that keeps their staff and customers safe,"" he said. Supermarket Waitrose said that it was taking a ""cautious approach"" to the virus, with marshals checking that customers are wearing face coverings on the door, hand sanitiser stations at its entrances and written communications to shoppers reminding them to maintain their distance. Tesco said it was limiting the number of customers in store and was also reminding customers to wear masks. ""We have clear signage explaining this, and we have packs of face coverings available for purchase near the front of our stores for any customers who have forgotten them."" Meanwhile, Asda announced last week that it would extend its marshals' hours to 08:00 to 20:00 and increase how often baskets and trollies are cleaned. Shop workers' union Usdaw has also called for firms to apply more stringent measures again. The union's general secretary, Paddy Lillis, said that it had received reports that ""too many customers are not following necessary safety measures like social distancing, wearing a face covering and only shopping for essential items"". ""It is going to take some time to roll out the vaccine and we cannot afford to be complacent in the meantime, particularly with a new strain sweeping the nation,"" Mr Lillis said. The trade union also suggested that ""'one-in one-out"" policies and proper queuing systems should be reintroduced in supermarkets.  It added that these systems should be managed by trained security staff where necessary. ",BBC News - UK,"Mon, 11 Jan 2021 20:33:46 GMT",https://www.bbc.co.uk/news/business-55618408
Coronavirus: Boris Johnson criticised over bike ride seven miles from home," Boris Johnson has been criticised for travelling seven miles from Downing Street to go cycling during lockdown.  The Evening Standard reported the prime minister had been spotted in the Olympic Park in East London on Sunday. Government advice allows people to exercise outside, but says you should not travel outside your local area. A No 10 spokesman would not confirm if Mr Johnson had been driven to the park or cycled there, but said the PM had complied with Covid-19 guidelines. Labour's Andy Slaughter said: ""Once again it is do as I say, not as I do, from the prime minister.  The Hammersmith MP added: ""London has some of the highest infection rates in the country. Boris Johnson should be leading by example."" In response to the criticism, a Downing Street source told the BBC: ""The PM has exercised within the Covid rules and any suggestion to the contrary is wrong."" Women on exercise trip 'surrounded by police''Concern' over Covid rule breakers in supermarketsWhat is a 'reasonable excuse' for leaving home? A woman told the PA news agency she had seen the prime minister in the park: ""He was leisurely cycling with another guy with a beanie hat and chatting, while around four security guys, possibly more, cycled behind them. ""Considering the current situation with Covid I was shocked to see him cycling around looking so care-free.  ""Also, considering he's advising everyone to stay at home and not leave their area, shouldn't he stay in Westminster and not travel to other boroughs?"" Health Secretary Matt Hancock was asked at Monday's Downing Street press conference whether travelling seven miles for a cycle ride was within the rules. Mr Hancock said: ""It is OK, if you went for a long walk and ended up seven miles from home, that is OK, but you should stay local. ""It is OK to go for a long walk or a cycle ride or to exercise, but stay local."" The issue of travelling for exercise was highlighted at the weekend after two women said they were surrounded by police and fine Â£200 after driving five miles from home to take a walk.  Derbyshire Police have now dropped the fine and apologised to the women, but the incident led to a debate over the guidance.  Government advice for England says you can leave your home to exercise, but adds: ""This should be limited to once per day, and you should not travel outside your local area."" The guidance adds: ""Stay local means stay in the village, town, or part of the city where you live."" In Scotland, the advice is more precise, saying exercise can be taken if it ""starts and finishes at the same place, which can be up to five miles from the boundary of your local authority area"". Former Liberal Democrat leader Tim Farron, who represents a constituency in the Lake District, has written to the PM calling for clearer guidance on exercise similar to that in Scotland. He wrote: ""On the one hand, our local police force here in Cumbria are reporting that people... have travelled hundreds of miles to take their exercise in the Lake District. ""And on the other hand, I have constituents writing to me, worried whether they will be punished for driving five minutes up the road to go for a walk in their local park."" Mr Farron added: ""We need a solution that clearly deters people from making lengthy trips and potentially spreading the virus, but also that doesn't discourage people from keeping fit and healthy.""",BBC News - UK,"Mon, 11 Jan 2021 19:31:15 GMT",https://www.bbc.co.uk/news/uk-politics-55620138
